Id,SpeakerName,Phrase,translation
1040405001,いろは,みとちゃん！　昨日配信された、『転イル』のアニメの総集編、観ました！？/n『転生したらなぜかイルカでさらにお姫様だった！』ですよ！,美兔亲！昨天播出的《转海》动画总集篇，你看了吗！？/n就是那个《转生成海豚没想到还是个公主！》！
1040405002,美兎,あっ、まだ観てない……どうだった？/n前からけっこう期待されてたから、どんなのか気になってて……。,啊，还没看……怎么样？/n因为之前大家就挺期待的，我也一直很在意……。
1040405003,いろは,アニメ放送時にはなかった、新作カットとかも盛りだくさんで……。/nファンが待ち望んだ、最高傑作って感じで、とっても良かったですよ～！,加了很多动画播出时没有的新镜头……/n感觉就是粉丝们翘首以盼的最高杰作，真的非常棒哦～！
1040405004,いろは,みとちゃんにも、ぜひ観てほしいです！/n僕たちアニメファンの期待を裏切らない、素晴らしい出来でしたから！,我非常希望美兔亲也能看看！/n完全没有辜负我们这些动画迷的期待，制作水准超级高！
1040405005,美兎,そうなんだ……じゃあ、家に帰ったら観てみるね！/n教えてくれてありがとう、いろはちゃん！,这样啊……那，我回家之后就看！/n谢谢你告诉我，伊吕波酱！
1040405006,いろは,いえいえ！　僕もすっごく楽しみにしてたので！/nいち早く、みとちゃんにお知らせしたかったんです！,不用客气！我也一直超级期待！/n所以想第一时间分享给美兔亲！
1040405007,カミラ,おうおう、おふたりさん。/n稽古の前にアニメトークとは余裕だね～？,噢噢，你们两个。/n排练前还有闲情逸致聊动画，挺游刃有余的嘛～？
1040405008,美兎,えっ、そ、そんなんじゃ……ないけど……。/nつい、新しいアニメも気になっちゃって……集中してないわけじゃないよ？,诶，不、不是那样的……。/n只是，一不小心就在意起新动画了……我没有在开小差哦？
1040405009,カミラ,あー、ごめんごめん！　冗談だから！　本気にしないでっ！/nってか、ウチが気を紛らわせたかっただけなんだけどね～。,啊——抱歉抱歉！开玩笑的！别当真啦！/n说起来，其实只是我自己想找点事分散一下注意力而已～。
1040405010,いろは,もしやカミラちゃん、緊張してます？/n一緒に深呼吸しましょうか？,难道说卡米拉酱在紧张吗？/n要不要一起深呼吸？
1040405011,カミラ,ありがと、いろっち！　緊張……もあるけど、なんていうか、/nオーディションで何の役を受けようか、迷ってんだよね～。,谢啦，伊吕波！紧张……也是有一点啦，但该怎么说呢，/n就是在纠结试镜的时候该选哪个角色好呢～。
1040405012,いろは,オズの魔法使いはもちろん、西の魔女や、ブリキの木こり……/n魅力的なキャラクターがいっぱい登場しますもんねっ！,除了《绿野仙踪》，还有西方女巫、铁皮人……/n有很多充满魅力的角色出场呢！
1040405013,カミラ,いろっちは、どの役で受けるか、もう決まってる感じ？,伊吕波你已经决定好选哪个角色了吗？
1040405014,いろは,はい！　僕は、ドロシーで受けたいと思っています。/nなんと言っても、この物語を引っ張る主役ですからっ！,是的！我打算试镜多萝西。/n毕竟，她是引领整个故事的主角嘛！
1040405015,叶羽,ほーん。/nアタシが居るのにドロシーだなんて、大きく出たじゃない？,嚯——。/n明明有我在，你居然敢选多萝西，口气不小嘛？
1040405016,いろは,叶羽ちゃん……！　たしかに叶羽ちゃんなら、/nドロシーを演じられると思いますが、僕も頑張りたいと思っていますっ！,叶羽酱……！的确如果是叶羽酱的话，/n肯定能演好多萝西，但我也会努力的！
1040405017,叶羽,冗談よ、冗談。/n美兎といい、いろはといい……真面目すぎだっての。,逗你玩的啦，逗你玩。/n不管是美兔还是伊吕波……都太正经了吧。
1040405018,美兎,ふたりともドロシーを受けるんだ……叶羽ちゃんのドロシーも、/n絶対に可愛いと思うけど、美兎は、いろはちゃんのドロシーも見てみたいな。,你们两个都要试镜多萝西啊……虽然我觉得叶羽酱的多萝西/n肯定很可爱，但美兔也想看伊吕波酱演的多萝西呢。
