Id,SpeakerName,Phrase,translation
1040407001,カミラ,う～ん……。,嗯……。
1040407002,カミラの友人A,どしたんカミラ？　今日あんま元気ないじゃん。/nなんか悩みごと？　あっ、恋か！？,卡米拉，你怎么啦？今天看起来没什么精神呢。/n有什么烦恼吗？啊，难道是恋爱了！？
1040407003,カミラ,いやーちょっと……演技のことでね～。,不，只是……关于演技方面的事啦～。
1040407004,カミラの友人B,おっ！　演劇関係？/nなになに？　ウチらで答えられそうなことなら、全然答えるけど！,哦！是关于演戏的？/n是什么？如果是我们能回答上来的，尽管问！
1040407005,カミラ,ん～……なんかさ、喋るかかしってどんな感じなんだろ、って思って……。,唔……我在想，会说话的稻草人，到底会是什么感觉呢……。
1040407006,カミラ友人A,は？　かかし？　……かかしが喋る？,哈？稻草人？……稻草人会说话？
1040407007,カミラ友人B,ごめん、それは無理。ガチで難題だわ……。/nってかウチら、喋るかかし見たことねーもん。っつか、そんなんいる？,抱歉，这办不到。真的是个超级难题啊……。/n话说，我们根本没见过会说话的稻草人啊。再说，那种东西真的存在吗？
1040407008,カミラ,だよねえ～。現実には存在しないものを演じることなんて、よくあるのにさー。/nこればっかりは、なかなか難しくて……。,也是呢～。虽然经常要演一些现实中不存在的东西……/n但唯独这个，真的很难把握啊……。
1040407009,カミラ,いや～ごめんごめん、変なこと言ったわ～。/nとりま、忘れて！　ウチが解決しなきゃいけない問題だしさ！,哎呀～抱歉抱歉，说了些奇怪的话～。/n总之，先忘了吧！反正是我必须得自己解决的问题！
1040407010,カミラ友人A・B,おっけー、ファイト～。,好滴，加油哦～。
1040407011,カミラ,おう！　ありがとーふたりとも！,喔！谢谢你们两个！
1040407012,カミラ,（オーディションのこと、ずっと考えてたけど……ウチが受けるなら、/n　ドロシーやオズの魔法使いじゃなくて、『かかしの役』だって思ってる）,（虽然一直都在考虑试镜的事情……但如果要参加的话，/n　比起多萝西或奥兹魔术师，我觉得自己更想演“稻草人”）
1040407013,カミラ,（なんか……かかしが気になるんだよね。/n　楽しく暮らしたいから知恵欲しい、みたいな気持ちも、めっちゃ分かるし）,（总觉得……很在意稻草人。/n　想要为了快乐生活而获得智慧的那种心情，我也感同身受）
1040407014,カミラ,（いろっちたちみたいにオタク関係とか演技の知識を知って/n　トークできるようになりたいウチと、ちょっと重なるっつーか……）,（想和伊吕波她们一样，了解宅文化和演技知识，并能侃侃而谈，/n　这样的我和稻草人，总觉得有些重合……）
1040407015,カミラ,（……これって親近感ってやつ、なのかな。/n　なんか変なの、前までは自信なくて、そんなの考えたことなかったのに……）,（……这就是所谓的亲近感吧。/n　真奇怪，以前因为没自信，从没考虑过这些……）
1040407016,,,
1040407017,叶羽,ぷはーっ！/nやっぱ稽古終わりはドクタースパイスよね～。,哈——！/n果然排练结束后来一罐Doctor Spice最爽了～。
1040407018,蕾,本巣じゃないか。珍しいな、自主練なんて。しかもこんな早い時間から。/n……もしや終末の予兆か？,这不是本巢吗。真稀奇啊，居然在自主练习。而且还是这么大清早。/n……难道是世界末日的预兆？
1040407019,叶羽,うるさいわね～、アタシだってそういう時くらいあるわよ。,好吵哦～，连我也总会有这种时候的好吧。
1040407020,叶羽,あれだけいろはたちがやる気になってるんだから、/nさすがに頑張らないと、ヤバいかなって思ったのよ。,既然伊吕波她们都那么有干劲，/n我要是不努力一下的话，感觉真的会很不妙啊。
1040407021,叶羽,オーディションで下手なところ見せらんないし。,总不能在试镜的时候表现得太拉胯吧。
1040407022,蕾,ほう、やる気がわいてきたと？/nそれは電姫にとって僥倖だな。,哦，终于燃起斗志了吗？/n那对电姬来说还真是件幸事。
1040407023,叶羽,本当は早く帰ってゲームしたいんだけどね～。/nさっさとこんな状況終わらせて、ゆるゆる劇団に戻ってほし～わ。,其实我真的很想早点回家打游戏呢～。/n真希望这种状况快点结束，赶紧回到那个松松散散的剧团状态啊。
1040407024,蕾,はぁ……まったく、仕方のない奴だ。,唉……真是个拿她没办法的家伙。
1040407025,,,
1040407026,美兎,『わたしの名前はドロシー。カンザスに送ってもらうお願いをしに、/n　エメラルドの都の、偉大なオズさまに会いに行くの』,『我的名字叫多萝西。为了请求把我送回堪萨斯，/n　我要去翡翠城，拜访伟大的奥兹大人』
1040407027,,,
1040407028,いろは,……僕、電姫にもっと恩返しがしたいんです。/nだって今、こうして楽しく演劇が出来ているのは、電姫のおかげですから。,……我想给电姬更多的报答。/n因为我现在能像这样快乐地演戏，全都是多亏了电姬。
1040407029,,,
1040407030,美兎,（……美兎が変われたのは、いろはちゃんと電姫のおかげ）,（……美兔能有所改变，也是多亏了伊吕波和电姬）
1040407031,美兎,（もし、いろはちゃんが話しかけてくれていなかったら、/n　きっと美兎には、お友達ができなかった……）,（如果伊吕波当初没有主动和我说话，/n　美兔肯定交不到朋友……）
1040407032,美兎,（いろはちゃんとお友達になれなかったら、/n　こうやって、電姫に入ることもなかったと思う……）,（如果没有和伊吕波成为朋友，/n　我想，我就不会像这样加入电姬了……）
1040407033,美兎,（電姫に入らなかったら……/n　舞台がこんなに楽しいなんて、知らないままの人生だったはず）,（如果没有加入电姬……/n　那我的人生，恐怕永远都不会知道舞台是如此快乐的一件事）
1040407034,美兎,（……今の状況は、あんまり電姫らしくないし、/n　オーディションのことを考えると、やっぱり不安だけど……）,（……现在的状况虽然不太像平时的电姬，/n　一想到试镜的事，果然还是会感到不安……）
