Id,SpeakerName,Phrase,translation
130681001,しぐれ,ふぅ……ようやく買えたわぁ。/n前年度のサンクルーガイド。,
130681002,しぐれ,大きな書店にはまだ売ってるって聞いて、/nショッピングモールまで来てみたけど……正解だったみたい。,
130681003,しぐれ,どうせなら、このままどこかで読んでいきたいわねぇ。,
130681004,しぐれ,ここからなら、エデンホールがすぐ近くだけど……。/n初魅さんもいるだろうしなぁ……。,
130681005,しぐれ,べ、別にビビってるわけじゃないけどねぇ？　/n初魅さんを不機嫌にしても、しぐれになんの得もないしぃ。,
130681006,しぐれ,んー……だったら、ここはぁ……。,
130681007,,,
130681008,しぐれ,お気に入りのお店で、甘いものでも食べながら読もーっと♪,
130681009,容,おや、しぐれじゃん。こんなところで奇遇だね～。,
130681010,テトラ,おっきな買い物袋持って。何買ってきたんだい？,
130681011,しぐれ,お邪魔しましたぁ～。,
130681012,容,ちょいちょ～い！　/n先輩をそう邪険にするもんじゃないよ～。,
130681013,テトラ,あたしらが本当に邪魔だってんなら、仕方ないけどね。,
130681014,しぐれ,……ズルい言い方しないでくださいよぉ。/nなんか用ですかぁ？　,
130681015,容,そういうわけじゃないんだけど……。/nどうせなら、一緒にお茶でもどうかと思ってさ。,
130681016,テトラ,ここで会ったのも何かの縁ってやつだ。/nもちろん、無理にとは言わないよ。,
130681017,しぐれ,…………。,
130681018,しぐれ,（……別にやましいことしてるわけでもないのに、/n　しぐれが出ていく必要ないか）,
130681019,しぐれ,そっちから誘ったんだから、/nもちろん何かご馳走してくれるんですよねぇ？　,
130681020,容,あはは、ちゃっかりしてるな～。/nいいよ。好きなもん食べて。,
130681021,テトラ,自分が払うみたいに言うんじゃないよ。/nどうせ、あたしにご馳走させる気だろ？　,
130681022,容,ありゃ、バレてました？　/nまぁ、可愛い後輩はひとりもふたりも一緒ってことで～。,
130681023,テトラ,ったく。ちゃっかりしてるのはどっちなんだか。,
130681024,しぐれ,……なんだか珍しいですねぇ。/nふたりで甘いもの食べてるなんて。,
130681025,テトラ,初魅のやつ、運営周りの仕事で身動き取れなくなっててね。/n代わりにあたしらが、細々とした用事を任されたのさ。,
130681026,容,んで、ようやく雑務を終わらせて、ここで休憩してたってわけ。,
130681027,しぐれ,なるほど、そういうことですかぁ。,
130681028,しぐれ,（そういえば、このお店って容先輩もよく来るんだっけ……。/n　こういうことがあるかもって、予想しとくべきだったわぁ……）,
130681029,テトラ,そっちは……本を買ってきたのかい。,
130681030,しぐれ,え？　なんでわかるんですかぁ？,
130681031,テトラ,さっき、書店の紙袋がちらっと見えたからね。,
130681032,容,それ、ショッピングモールに入ってるおっきな店のだよね？　/nわざわざあそこまで行ってきたんだ。,
130681033,しぐれ,欲しい本が、そこにしかなかったんですぅ。,
130681034,しぐれ,……ふたりになら、見せてもいっか。,
130681035,容,あれ？　それってもしかして、サンクルーガイド？,
130681036,テトラ,しかも、前年度の冊子だね。/n興味あるのかい？　,
130681037,しぐれ,ええ、そうですよ。/n役者なら、気にするものじゃないですかぁ？,
130681038,容,確かにね。芝居をやってるなら、/nどうしたって耳に入ってくるもんだしな～。,
130681039,しぐれ,……あっさり認めちゃうんですね。,
130681040,容,Edenの役者のくせにって？,
130681041,しぐれ,ええ。みんな、どうでもいいのかと思ってました。,
130681042,容,まったく気にしてないうちの劇団が、逆に変なんだよ。,
130681043,テトラ,その劇団の創始者がいる前で、/nよくもまぁ遠慮せず言えたもんだ。,
130681044,テトラ,昔は、多少なりとも意識してた時期もあったんだけどね。,
130681045,テトラ,自分たちが最高だと思う芝居をする……。/nEdenにとっては、そっちの方が大事だったのさ。,
130681046,しぐれ,ふーん……そういうところは、初魅さんと同じ意見なんですねぇ。,
130681047,テトラ,あいつの場合は、あたし以上に頑なかもしれないよ。,
130681048,容,あはは、そうかもな～。/nサンクルーガイドの方も、こっちに興味なさそうだけどさ。,
130681049,しぐれ,Edenの面白みがわからないなんて、/nサンクルーガイドの方が見る目無いんじゃないですかねぇ。,
130681050,テトラ,ほほう、なかなか言うじゃないか。,
130681051,容,しぐれも、すっかりEdenに染まっちゃって。,
130681052,しぐれ,染まったんじゃありませ～ん。/n自分で選んだ結果ですぅ。,
130681053,しぐれ,初魅さんのいるEdenなら、しぐれにも相応しいですしぃ？　/nここで舞台に立ってれば、すぐ――,
130681054,,,
130681055,しぐれの母,その役を演じれば、すぐにでもダイスターになれそうなの？,
130681056,,,
130681057,しぐれ,……！,
130681058,容,しぐれ……？,
130681059,しぐれ,…………。,
130681060,テトラ,…………。,
