Id,SpeakerName,Phrase,translation
141632001,知冴,成長できたって……？　,
141632002,ぱんだ,どういうことですか？　,
141632003,カトリナ,二人のいざこざを見てて、/nアタシも昔のことを思い出したりしてた。,
141632004,カトリナ,ドイツ時代の話。ちょっとは聞いてたりするんじゃない？/nこっちに来た直後の頃とか、アタシ結構ひどかったでしょ。,
141632005,ぱんだ,シリウスに来たばかりの頃……。,
141632006,知冴,カトリナが浅草の狂犬だった時代だね。,
141632007,ぱんだ,ちょっ、言い方！？　,
141632008,カトリナ,きょ……そんな風に見られてたの……？　,
141632009,ぱんだ,さっすーが戯れに言ってるだけですよ！　,
141632010,カトリナ,……まあでも、特にここなとかには強く当たっちゃってたのも事実だし。/n言われてもしょうがないか。,
141632011,ぱんだ,も、もー！　マジで受け取らないでくださいよー！　,
141632012,カトリナ,ドイツにいた時、他人とのやり取りは必要最低限しかしてなかったのよ。,
141632013,ぱんだ,へ？　,
141632014,知冴,？　,
141632015,カトリナ,母親がワールドダイスターだったから。/n周囲のやっかみが多かったってのもあるんだけど。,
141632016,カトリナ,人付き合いなんて面倒くさいもの、厄介なものって思ってた。/n好意を持って接してくれてた人も突き放してた。,
141632017,カトリナ,ママたちから、演劇は仲間と作るものって言われてたけど、/nあの頃のアタシは全く理解なんてできなかったのよね。,
141632018,知冴,（…………）,
141632019,ぱんだ,（……）,
141632020,カトリナ,だけどね、確かに……演劇には仲間がいてくれた方がいいんだと思うわ。,
141632021,ぱんだ,それって……？　,
141632022,カトリナ,日本に来て、少しずつだけどそれがわかってきた気がする。,
141632023,知冴,良かったね……。,
141632024,カトリナ,でもアタシには……もう共演することができない役者がいるわ。/nそれもたぶん……アタシが思っているより何倍も難しい。,
141632025,カトリナ,（……クリス）,
141632026,カトリナ,一度亀裂が走った人間関係はちょっとやそっとでは……。/n……ううん。二度と戻らないって、思い知った。,
141632027,カトリナ,（ぱんだと流石のいざこざには、そりゃあ腹も立ったわ。/n個人的な事情を舞台に持ち込んだんだから当然……でも）,
141632028,カトリナ,（あの時に抱いていた苛立ちは、もしかしたら、/nぱんだ達へ向けたものじゃなかったかもしれない）,
141632029,カトリナ,（昔のアタシ……周囲を傷つけてばかりだった頃の自分を、/n見せつけられたような……胸を締めつけられるような気持ち……）,
141632030,カトリナ,（或いは仲の良い二人が引き裂かれる姿を見たくない。/nそれが我慢できなかったのかもしれなかった。だから——）,
141632031,カトリナ,二人からは、亀裂が入っても壊れない人間関係があるって教えてもらえた。/nだから、アタシの方こそありがとう。,
141632032,ぱんだ,えっと……ぱんだ達が仲直りできたのって、/nカトりんがめちゃくちゃ気を回してくれたからだと思うんですけど……。,
141632033,カトリナ,そう言ってもらえるだけで十分よ。,
141632034,カトリナ,（それは、昔のアタシから変われてるって証拠だから）,
141632035,カトリナ,なんて、ごめんなさい。/nせっかくの打ち上げなのに自分語りなんかしちゃって。恥ずかしい。,
141632036,ぱんだ,いえ、それはいいんですけど……。,
141632037,カトリナ,はい、しんみりした話はもうおしまい！,
141632038,カトリナ,流石、それ貸して。,
141632039,知冴,あ、うん。,
141632040,カトリナ,さあ、盛り上げていきましょう。/nせっかくカラオケにきたんだから、歌わなきゃ損！　,
141632041,知冴,だね。,
141632042,カトリナ,そうだ。/n仲直りしたんだし、二人で何かデュエット曲歌ってよ。,
141632043,ぱんだ,突然の無茶ぶり！　,
141632044,知冴,いいね、その挑戦受けてたつよ。/n浅草のおしどり姉妹と呼ばれた私たちの歌声、とくと見よ。,
141632045,ぱんだ,そんなあだ名で呼ばれたことないっつーの！/nあと見よじゃなくて聞けだろ！ツッコミどころ多すぎるんだよ！　,
141632046,知冴,じゃ、曲は『そうめん音頭でよよいのよい』でいいよね？　,
141632047,ぱんだ,よくねー！そんな歌見たことも聞いたこともねぇぞ！？,
141632048,ぱんだ,って、カラオケに入ってる！？マジでデュエット曲！？　,
141632049,知冴,そうめん界隈ではポピュラーなEDMでアガりまくりだよ。/n上のパートは任せた。,
141632050,ぱんだ,任せられても歌えねぇって言ってんだ！/n普段から歌ってる曲でいいだろ！　,
141632051,知冴,そうめん音頭でよよいのよい……。,
141632052,ぱんだ,わかったわかった！　次までに覚えてやるから！　,
141632053,知冴,うん。そうめんの約束！　,
141632054,ぱんだ,一瞬で千切れそうだな……！　,
141632055,カトリナ,ぷっ……ふふ、あははははは！　,
141632056,ぱんだ,ほら、笑われちゃったじゃねーか。,
141632057,知冴,やったね。,
141632058,カトリナ,やっぱりふたりはそうでなくちゃね。,
141632059,ぱんだ,ま、カトりんが笑ってくれたなら、良しとしましょうか。,
141632060,知冴,それじゃ、会場もいい感じで温まったところで……。,
141632061,知冴,ハバネロよりも熱いさすぱんオンステージのスタートだっ！　,
141632062,カトリナ,いえーい！,
title,かつてのアタシに微笑んで,,
info,翻译：XXX  校对：XXX,,
