Id,SpeakerName,Phrase,translation
2004702001,カミラ,へー、先輩、今年は帰省しないんだ。,
2004702002,蕾,ああ、そのつもりだ。,
2004702003,カミラ,先輩、寮とかじゃなくひとり暮らしっすよね？/nもし寂しかったら、いつでもウチに電話してくださいね！,
2004702004,蕾,電話……？/nいや、その必要はない。気持ちだけ受け取っておこう。,
2004702005,叶羽,ふぃー、やっと床のモップがけ終わった～。/n大掃除って毎年だるいわよね。,
2004702006,いろは,僕も窓の拭き掃除終わりましたよ！,
2004702007,いろは,はあ……。これで今年のお稽古はおしまいだなんて……。,
2004702008,いろは,あ、もしかして今が挨拶のタイミングですかね？/n今年もとってもお世話になりました、叶羽ちゃん。,
2004702009,叶羽,くるしゅうない。/nんじゃ、大掃除も終わったし、今日はもう解散ってことでいい？,
2004702010,蕾,それはどうだろうな……？/n要さんたちに報告しに行こう。,
2004702011,美兎,でも、美兎ももう少ししたら行かないと。/nおせち用の買い出ししなきゃだから……。,
2004702012,カミラ,んじゃ、ウチ報告行ってきまー。,
2004702013,いろは,いやはや……。/n今年ももうすぐ終わると思うと、感慨深いですねぇ……。,
2004702014,美兎,ふふ、いろはちゃんったら今日そればっかりだね。,
2004702015,いろは,だって、時が経つの早すぎやしませんか……！？　『アリス』や他の公演とか、/nいっぱいやりましたけど、昨日のことみたいに感じますし！,
2004702016,蕾,それだけ濃密な時間を過ごしたということだろう。,
2004702017,いろは,みとちゃんみたいにおせちを作ったりしたら、/n年が明ける実感が沸くでしょうか……？,
2004702018,美兎,えっと、それはわからない、けど……。/n年末やお正月らしいことをしたら、気持ちも変わるんじゃない？,
2004702019,美兎,テレビを観ながらだらだらしたり、/nお雑煮食べたり、初詣に行ったり。だからきっと、大丈夫だよ。,
2004702020,いろは,初詣かぁ～……。/nみとちゃんはお正月のご予定、ありますか？,
2004702021,美兎,えっ？/nお店も休みだし、空いてる、けど……。,
2004702022,いろは,よーし、じゃあ一緒に初詣に行きましょう！/n叶羽ちゃんも！,
2004702023,叶羽,えぇ……？　アタシはパース。/nなーんで合法でダラダラできる日に出かけなきゃなんないのよ。,
2004702024,いろは,そんなぁ！/nじゃあ、蕾さんは……。,
2004702025,蕾,悪いな千寿。私も正月は神社で修行――/nもとい手伝いがあり、空いていない。,
2004702026,いろは,神社の手伝い……？,
2004702027,叶羽,なにそれ、巫女にコスプレしてバイトとか？,
2004702028,蕾,コスプレ、ではない。装束に着替え、結界の中で、/n聖なる守りを維持するため励む……れっきとした修行だ。,
2004702029,叶羽,つまり巫女バイトってことだよね？,
2004702030,蕾,私は報酬を必要としていない。,
2004702031,叶羽,えぇ～……。/nよくやるわ～。,
2004702032,いろは,蕾さんが巫女で修行……！？/nそんなの、絶対見に行きたいですっ！,
2004702033,カミラ,ただいま～。掃除終わったら帰っていいってさ。/nこんな早くに帰れるとかテンションアガるわ。,
2004702034,いろは,カミラちゃん！　聞きましたか！？/n巫女で修行ですよ！？　蕾さんの勇姿を絶対見に行きましょう！,
2004702035,カミラ,え、なになに？/nそんなコーフンしてどったん？,
2004702036,美兎,あはは……いろはちゃんてば、見に行く気満々だね……。,
2004702037,,,
2004702038,仁花子,ええっ！？/nだーちゃんが、巫女さん！？,
2004702039,大黒,ちょっと……！/nあんまり大声で言わないで……！,
2004702040,仁花子,だってびっくりしちゃって……！/nなんでなんで？　どうして手伝うことになったの？,
2004702041,大黒,それは、流れで……。,
2004702042,仁花子,友達が困ってて、誘われたー、みたいな？,
2004702043,大黒,まあ、そんな感じ……。/nだから初詣は、一緒に行けないわ……。,
2004702044,仁花子,そっかぁ。,
2004702045,初魅,……。,
2004702046,容,ちょっとー、初魅。/n年末なんだから、真面目に掃除してよ～。,
2004702047,初魅,あぁ……。,
2004702048,しぐれ,なんです？　ぼーっとしちゃって。/n初魅さんらしくないですねぇ。,
2004702049,容,どっか体調でも悪いの？/n二日酔いとか？,
2004702050,初魅,いや、それはない……。/nただ、少し体がだるくてな。,
2004702051,容,風邪～？/nちゃんと熱測ったの？,
2004702052,初魅,何回も測ったが、平熱そのものだよ。/n主治医にもみせたし、検査もいくつも受けたが正常だった。,
2004702053,しぐれ,疲れがたまってるんじゃないですかぁ～？,
2004702054,初魅,大方そんな感じかもしれない。あるいは、魂がひどく渇いているか……。,
2004702055,初魅,はぁ……年末はゆっくり過ごすとするか……。,
2004702056,仁花子,じゃあ、だーちゃんが巫女さんする神社の名前教えてよ！,
2004702057,初魅,……ん？,
2004702058,大黒,えっ……！？,
2004702059,仁花子,だって絶対見たいもん、だーちゃんが頑張ってる姿♪,
2004702060,大黒,イヤよ……！,
2004702061,仁花子,ええっ、なんで？,
2004702062,大黒,だって、絶対恥ずかしいもの……。/n自分でもらしくないってわかってるから、あんまり言わないで……。,
2004702063,初魅,巫女だと……！？,
2004702064,大黒,我が主！？,
2004702065,初魅,すまない。なにやら興味深い話が聞こえてきてな。/n今、大黒が巫女をすると言ったか？,
2004702066,仁花子,レンさん！　そうなんですよ。/nだーちゃん、友達に誘われて神社のお手伝いするみたいで。,
2004702067,大黒,ちょっと、にかっち……！？,
2004702068,仁花子,初詣一緒にいけないのが残念だなって思ったけど、/nだーちゃんのいる神社に行けば解決ですよね♪,
2004702069,初魅,それはいいな！　ぜひ行こう！,
2004702070,初魅,大黒の巫女姿……渇きが潤うかもしれん。,
2004702071,大黒,ええっ……！？/nは、恥ずかしいけど……我が主が見たいと言うのなら……。,
2004702072,仁花子,やったぁ！/nというわけで、行くからね！　だーちゃん！,
2004702073,大黒,うぅ……。/nしょうがないわね……。,
2004702074,,,
2004702075,蕾,なんだと……！？/n大晦日のお笑い番組が無くなっているではないか……！,
2004702076,蕾,年始のバラエティは変わりなく充実している……。/n録画予約しておこう。,
2004702077,蕾,……ヒマになってしまったな……。/nお笑いの録画でも観るか……？　いや……。,
2004702078,蕾,……。,
2004702079,蕾,（阿岐留はいつでもかけてこいと言ったが、大晦日の夜に電話など……。/n　家族でもあるまいし。少し早いが、寝るとするか）,
2004702080,,,
2004702081,蕾,！,
2004702082,蕾,もしもし……お母さん？/nうん、今大丈夫だよ。,
2004702083,,,
2004702084,,,
2004702085,蕾,そう、帰省は今年しないから、/nどこかで電話はしようと思ってたんだけど。お母さんからかけてくれるなんて。,
2004702086,蕾,ううん……ひとりだよ。寝ようかなって思ってた。/nそう、ふたりとも元気？　なら本当に、よかった……。,
title,请在此添加章节标题,,
info,翻译：XXX  校对：XXX,,
