Id,SpeakerName,Phrase,translation
2004506001,梨子,……ここなちゃんには、話さないの？,
2004506002,静香,こんな弱音、ここなには言えないもの。/nせっかく旅行に来たのに、水を差しちゃうし。,
2004506003,梨子,そっか……。,
2004506004,梨子,……私もね、諦めたくない夢があったの。,
2004506005,静香,夢？,
2004506006,梨子,うん。私ね、もともと沼津じゃなくて、東京に住んでたんだ。/n子どものころからずっと、ピアノを弾いてた。,
2004506007,梨子,家でも学校でもピアノのことばっかり。/nあまりにも世間知らずだから、昔、千歌ちゃんにも笑われたくらい。,
2004506008,梨子,そのくらい、ピアノが好きで、頑張りたいって思ってた。/n……でもね、一度辞めちゃったんだ。,
2004506009,静香,どうして？　諦めたくなかったんじゃないの？,
2004506010,梨子,スランプだったの。中学校で全国大会に行ったりもしたんだけど、/n通ってた東京の高校で……上手くできなくなっちゃって。,
2004506011,梨子,大会の本番でステージに立ったのに、手が動かなくて、/n何も弾けなかったの。そこから、さっぱり。,
2004506012,梨子,だから、環境を変えれば、って思って沼津に転校したんだ。/nそこで千歌ちゃんたちに出会った。,
2004506013,梨子,ピアノにどう向き合ったらいいか……何をしたらいいか/nわからなくなってた私を、千歌ちゃんはスクールアイドルに誘ってくれた。,
2004506014,静香,それで、Aqoursのメンバーに？,
2004506015,梨子,うん。でも、その時思ったんだ。/n私、ピアノのことも諦めたくないって。,
2004506016,梨子,不思議だよね。始めたのはスクールアイドルなのに、/nそのおかげで、またピアノに挑戦しようって思えた。,
2004506017,梨子,私自身、まさかこんなことになるなんて考えたこともなかった。/nなんだか、いろんなことがうまく行っちゃって、嘘みたいだったな。,
2004506018,梨子,だから、無理かもって思ってたことが現実になると/n驚いちゃう気持ちはわかるよ。,
2004506019,静香,そっか……。,
2004506020,静香,…………。,
2004506021,梨子,ごめん。/n静香ちゃんの事情も知らないのに、わかるなんて無責任だね。,
2004506022,静香,ううん、嬉しい。,
2004506023,梨子,なら、よかった。,
2004506024,梨子,私ね、Aqoursで作曲をやるようになってから、/nピアノとの向き合い方が変わってきたなって思ったんだ。,
2004506025,梨子,コンクールに出るとか以外にも、/n私の技術には使い道があるんだって、みんなに教えてもらった。,
2004506026,梨子,私ひとりじゃ絶対にたどり着けなかった景色に、/n千歌ちゃんたちが連れて行ってくれた。,
2004506027,梨子,だからね、今はAqoursのみんなの夢を叶えるのが、私の夢。,
2004506028,静香,みんなの夢を叶える……。,
2004506029,梨子,うん。,
2004506030,静香,梨子ちゃんはすごいね。/n私はまだ全然そんなところにたどり着けそうもないかも。,
2004506031,静香,いつもは、私がここなに『もっと自信持ちなさい』って言ってるのに、/nいざとなったら、こんな感じだし。,
2004506032,静香,叶ったんだ！　って喜んだり、よかったのかなって不安になったり、/n毎日、私の中で行ったり来たりしてる。,
2004506033,静香,私、『一緒に舞台に立とう』って言ってくれるここなの言葉に頷いてたのに、/n叶うはずない、って心のどこかで思ってたんだろうな。,
2004506034,静香,……これから、私たちはどうなっちゃうんだろう。/n今までとは違う私たちって、どうしたらいいのかな。,
2004506035,梨子,……。,
2004506036,梨子,私は、まだ静香ちゃんと知り合ったばっかりだから、/n的外れな意見かもしれないけど……。,
2004506037,梨子,きっと迷ったり悩んだりする時間にも意味があるし、/n仲間が助けてくれることもたくさんあるよ。,
2004506038,梨子,私が言うのも無責任かもしれないけれど、/nこれからのことは、もう楽しむしかないって思っちゃうのもひとつかも？,
2004506039,静香,楽しむしかない、か。,
2004506040,静香,……確かに、未来のことは考えてたってわからないわよね。,
2004506041,梨子,うん。いい、悪いは私には決められないけど、/nそれでも、舞台に立ってる静香ちゃんはとっても素敵だったよ。,
2004506042,静香,ありがとう。,
2004506043,,,
2004506044,梨子,――っていうことがあってね。/nごめん、ひとの悩みを話す感じになっちゃって……。,
2004506045,千歌,ううん。私も心配だったし、気にしないで！,
2004506046,千歌,でも、やっぱり静香ちゃんも悩んでるのか～……。,
2004506047,梨子,『も』ってことは、ここなちゃんも？,
2004506048,千歌,うん。/nふたりとも、お互いに気を遣って黙ってるんだねえ。,
2004506049,梨子,そうみたい。,
2004506050,梨子,なんとかしたいなって私は思ったんだけど……千歌ちゃんは？,
2004506051,千歌,もちろんだよ！/nふたりにこの旅行、楽しかった！　って思ってほしいもん！,
2004506052,梨子,だよね。/n解決は難しくても、せめて背中を押せたらいいんだけど……。,
2004506053,千歌,……。,
2004506054,梨子,偶然出会った私たちが口を挟むことじゃないのかもしれないけど……。,
2004506055,千歌,わかった！,
2004506056,梨子,千歌ちゃん！？,
2004506057,千歌,ライブ、やろうよ！/n大きいのじゃなくていいから、私たちの歌を、聞いてもらおう！,
2004506058,梨子,静香ちゃんたちに？,
2004506059,千歌,暦さんたちも！/nダイヤさんとか、声を掛けたら協力してくれると思うし！,
2004506060,千歌,私、連絡してみる！,
2004506061,,,
2004506062,千歌,わっ！　もう来た！/nダイヤさんとルビィちゃんも協力してくれるって！,
2004506063,梨子,わっ！　私にもメール――善子ちゃんから！？,
2004506064,梨子,……善子ちゃんも、ライブ提案しようとしてたって！,
2004506065,千歌,ほら、やっぱりみんな、力になりたいって思ってたんだ！,
2004506066,千歌,ホントに奇跡みたいだね！　ふふ……！,
title,请在此添加章节标题,,
info,翻译：XXX  校对：XXX,,
