Id,SpeakerName,Phrase,translation
140372001,蕾,ちょっと待て、千寿――！！,
140372002,いろは,え、なんでしょう？,
140372003,蕾,い、衣装を持って帰れと言われても、その……処置に困る。,
140372004,蕾,そうだろう、なあ、本巣――,
140372005,カミラ,叶羽なら、さっき帰ったじゃないですか。,
140372006,美兎,衣装は、後で届けてあげないとね。,
140372007,蕾,阿岐留と白丸は、衣装を持って帰ることに抵抗はないのか？,
140372008,カミラ,え、別にないですよ。/nたまに着て、コス用メイク配信ってのも面白そうですし。,
140372009,美兎,美兎も……普段からコスプレしてるから。,
140372010,いろは,蕾さんは何か気がかりがあるんですか？,
140372011,蕾,あ、ああ。洗濯の仕方もわからなければ、/n保管の仕方もわからない。,
140372012,いろは,それなら大丈夫です！/nやり方は僕が１から全部教えられますから！,
140372013,蕾,そうか……い、いや、だが、やはり無理だ！/n勉学と修練、闇の組織との闘いで手一杯で手間を割くことは――,
140372014,いろは,でしたら、クリーニングは僕の方でしますよ！,
140372015,蕾,そうは言うが、実は我が装束領域の限界は近く――,
140372016,蕾,そもそも、なぜそんなに私に持って帰らせたがる！？/nまさか、闇の組織に操られ――,
140372017,いろは,いやもうだって絶対間違いなく家にあった方がいいですから！/n何しろいつでも変身できちゃうんですよ！？　これはお得！,
140372018,いろは,気分が落ち込んでる時や、勉強で疲れた時とかに、/nふと目に入るのが、可愛くも凛々しいノワールの衣装……。,
140372019,いろは,引き寄せられるように袖を通せば、鏡の中の自分はまさにノワール！/n鏡の前で変身バンクをすれば、うおお！　テンション爆上がり間違いなしです！,
140372020,いろは,あ、それともカリューを着てみたかったりします？/n自分とまったく違うキャラになれるところもコスプレの魅力ですしね！,
140372021,蕾,い、いや、そういうことではなく……。,
140372022,カミラ,ちょちょ！　いろっち前のめりすぎだって。,
140372023,いろは,――あ――あ、あははっ！　その、ごめんなさいっ！/nコスプレのことだったのでちょっと舞い上がっちゃいましたっ！,
140372024,蕾,いや、そんなことは……,
140372025,蕾,……あったな。,
140372026,いろは,すみません。みんながみんな、コスプレが好きなわけではありませんしね。,
140372027,いろは,押しつけなんて、オタクが絶対にやっちゃいけないことですよ。僕の馬鹿！,
140372028,蕾,何もそこまで……。,
140372029,いろは,ノワールの衣装は、僕が責任を持って預かります。/nお騒がせして、申し訳ございませんでしたっ！,
140372030,蕾,千寿……。,
140372031,美兎,……それだけ蕾さんのノワールがかっこよかったんです。/nいろはちゃん、本当に嬉しそうでしたから。,
140372032,蕾,それは……光栄に思うが……。,
140372033,カミラ,試しに、持って帰るだけ持って帰ってもいいんじゃないですか？/nあまりに荷物になるようでしたら、その時考えましょうよ。,
140372034,蕾,一理……ある……だが……。,
140372035,いろは,もう、ふたりとも。無理を言ってはダメですよ。/n蕾さんも気にしないで大丈夫ですから！,
140372036,蕾,う……く……。,
140372037,いろは,またいつか一緒に合わせをしてもらえたら嬉しいですっ。,
140372038,蕾,う、ううううう…………っ！！,
140372039,,,
140372040,蕾,――良心の呵責に耐えきれず、持って帰ってきてしまった。,
140372041,蕾,な、何度見てもこの丈の短さはあり得ない……！/n脚も腕も、ほぼ全て晒しているではないか……！,
140372042,蕾,せめて、ニーソックスか、ロングのグローブがついていれば……！,
140372043,蕾,はっ、もしや『カリュー』の制作スタッフの中に闇の組織が――！？,
140372044,蕾,……いや、私も『カリュー』を観たが、/nあれほど夢の詰まった作品に、奴らが関わっているとは思えない。,
140372045,蕾,だが……,
140372046,蕾,だが！　こ、これほどまでに防御力が低い装束を用意せずとも良かろう！,
140372047,蕾,もし、今日のイベントを闇の組織に見られていたら……くっ。,
140372048,蕾,……今宵はもう寝るべきだな。/n心の障壁をいち早く癒さねば、闇の組織につけこまれてしまう。,
140372049,蕾,……その前に、このノワールの衣装を装束領域・黒へと、絶対凍結封印しなくては……。,
140372050,蕾,…………。,
140372051,蕾,うう……っ、は、恥ずかしい……。,
140372052,,,
140372053,いろは,大丈夫。当日は見えても大丈夫なインナーパンツをお渡ししますから、/n問題なしですよ！,
140372054,,,
140372055,蕾,………………ふ。,
140372056,蕾,まあ、今宵くらいは、/n美しい思い出と共に過ごすのも悪くはないか。,
