Id,SpeakerName,Phrase,translation
2004507001,心菜,千歌ちゃーん！　来たよー！,小千歌—！我们来啦—！
2004507002,静香,朝一で海水浴場に来てくれって……どうしたのかしら。/n当の本人はいないみたいだけど……。,让我们一大早就来海水浴场……是怎么回事呢。/n她本人好像不在欸……
2004507003,静香,って、あら？,等等，不对？
2004507004,伊吕波,あれっ？　ここなちゃん、静香ちゃん！/nおはようございます。おふたりも呼ばれてきたんですか？,咦？小心菜，还有小静香！/n早上好。你们也是被叫过来的吗？
2004507005,静香,ええ。ってことは、いろはちゃんたちも？,对。这么说来，你们也是？
2004507006,伊吕波,はいっ。/n僕は善子ちゃんから、姉さんはルビィちゃんから連絡をもらいまして。,是的。/n我和姐姐分别收到了小善子和小露比发来的消息。
2004507007,暦,ただ、なんの用事とも書かれておらず、/nこの時間に海水浴場に来てほしい、というだけでしたが……。,不过，没有说明具体的情况，/n只是让我们在这个时间来到海水浴场。
2004507008,初魅,おや、勢揃いか？,哎呀，人挺多嘛？
2004507009,心菜,連尺野さん……！　おはようございます。,连尺野小姐……！早上好。
2004507010,心菜,連尺野さんも、誰かに呼ばれて来たんですか？,你也是被叫过来的吗？
2004507011,初魅,ああ。ダイヤから、この時間に海水浴場に来てほしいと言われてな。,没错。黛雅她说，希望我能在这个时间来海水浴场。
2004507012,暦,では、皆Aqoursの誰かから呼び出されてここに……？/nといっても、呼び出した側は誰もここには――,那么，大家都是被Aqours的成员叫来的……？/n可是，叫我们来的人却不在——
2004507013,千歌,ごめん、おまたせしました！,抱歉，久等了！
2004507014,心菜,千歌ちゃん！,小千歌！
2004507015,梨子,ごめんなさい、急に呼び出して。,对不起，突然把你们叫过来。
2004507016,露比,でも、……ルビィたち、みんなに見てほしかったんです。,因为……露比我，我们想让大家见识一下。
2004507017,黛雅,わたくしたちのライブを。,我们的live。
2004507018,善子,スクールアイドルたちの持つ、力を。,学园偶像所拥有的力量。
2004507019,静香,それって……。,这意思是……
2004507020,心菜,みんなのライブを、観られるってこと？,你们要办live给我们看吗？
2004507021,千歌,うん！/n私たちも、舞台を観させてもらったから、そのお返し。,对！/n你们不也让我们看了表演嘛，这就是我们的回报。
