Id,SpeakerName,Phrase,translation
2004506001,梨子,……ここなちゃんには、話さないの？,……你没跟小心菜说吗？
2004506002,静香,こんな弱音、ここなには言えないもの。/nせっかく旅行に来たのに、水を差しちゃうし。,我在心菜面前，怎么可能说得出这种丧气话呢。/n难得出来旅游一趟，也不好扫兴吧。
2004506003,梨子,そっか……。,这样啊……
2004506004,梨子,……私もね、諦めたくない夢があったの。,……我也有过，不愿意放弃的梦想。
2004506005,静香,夢？,梦想？
2004506006,梨子,うん。私ね、もともと沼津じゃなくて、東京に住んでたんだ。/n子どものころからずっと、ピアノを弾いてた。,嗯。我呀，本来是住在东京，而不是在沼津。/n我从小就一直在弹钢琴。
2004506007,梨子,家でも学校でもピアノのことばっかり。/nあまりにも世間知らずだから、昔、千歌ちゃんにも笑われたくらい。,无论是在家里还是在学校，我都只顾着钢琴。/n甚至因为我对钢琴以外的事情太没常识，以前还被小千歌笑话过。
2004506008,梨子,そのくらい、ピアノが好きで、頑張りたいって思ってた。/n……でもね、一度辞めちゃったんだ。,我那时候就是如此热衷于钢琴，想要为此拼尽全力。/n……可是，我后来还是放弃过钢琴。
2004506009,静香,どうして？　諦めたくなかったんじゃないの？,为什么？你不想放弃的吧？
2004506010,梨子,スランプだったの。中学校で全国大会に行ったりもしたんだけど、/n通ってた東京の高校で……上手くできなくなっちゃって。,当时我处于低谷期。虽然在初中时也参加过全国大赛，/n但在东京上了高中后……我突然就弹不好了。
2004506011,梨子,大会の本番でステージに立ったのに、手が動かなくて、/n何も弾けなかったの。そこから、さっぱり。,明明身处大赛的舞台上，手却僵硬得难以活动，/n最终什么也没弹成。从那以后，就是一塌糊涂。
2004506012,梨子,だから、環境を変えれば、って思って沼津に転校したんだ。/nそこで千歌ちゃんたちに出会った。,我想，换个环境说不定会有转机，所以才转学到沼津。/n然后就在这里遇见了小千歌。
2004506013,梨子,ピアノにどう向き合ったらいいか……何をしたらいいか/nわからなくなってた私を、千歌ちゃんはスクールアイドルに誘ってくれた。,小千歌找上了不知该如何面对钢琴……手足无措的我，/n邀我一起去当学园偶像。
2004506014,静香,それで、Aqoursのメンバーに？,然后，你就成为了Aqours的一员？
2004506015,梨子,うん。でも、その時思ったんだ。/n私、ピアノのことも諦めたくないって。,嗯。可是，那时候我就想，/n就算我当了学园偶像，也不会放弃钢琴。
2004506016,梨子,不思議だよね。始めたのはスクールアイドルなのに、/nそのおかげで、またピアノに挑戦しようって思えた。,很不可思议吧。明明我当的是学园偶像，/n却因此重拾了弹钢琴的想法。
2004506017,梨子,私自身、まさかこんなことになるなんて考えたこともなかった。/nなんだか、いろんなことがうまく行っちゃって、嘘みたいだったな。,就连我自己都没想过会变成这样。/n一切都进行得太顺利了，简直像是在做梦一样。
2004506018,梨子,だから、無理かもって思ってたことが現実になると/n驚いちゃう気持ちはわかるよ。,所以说，我也能理解你/n本来觉得不可企及的愿望，突然变成现实时错愕的心情。
2004506019,静香,そっか……。,这样啊……
2004506020,静香,…………。,……
2004506021,梨子,ごめん。/n静香ちゃんの事情も知らないのに、わかるなんて無責任だね。,对不起。我明明不清楚你的情况，/n却信口开河说自己能理解你的心情，很不负责任吧。
2004506022,静香,ううん、嬉しい。,没有，我很开心。
2004506023,梨子,なら、よかった。,那就太好了。
2004506024,梨子,私ね、Aqoursで作曲をやるようになってから、/nピアノとの向き合い方が変わってきたなって思ったんだ。,自从担任Aqours的作曲，/n我发现自己对待钢琴的方式也有了转变。
2004506025,梨子,コンクールに出るとか以外にも、/n私の技術には使い道があるんだって、みんなに教えてもらった。,大家让我明白，/n除了参加音乐竞赛以外，我的技术还可以用在别的地方。
2004506026,梨子,私ひとりじゃ絶対にたどり着けなかった景色に、/n千歌ちゃんたちが連れて行ってくれた。,小千歌她们让我领略了/n我独自一人绝对无法抵达的景色。
2004506027,梨子,だからね、今はAqoursのみんなの夢を叶えるのが、私の夢。,所以啊，我现在的梦想，就是实现Aqours的大家的梦想。
2004506028,静香,みんなの夢を叶える……。,实现大家的梦想……
2004506029,梨子,うん。,嗯。
