Id,SpeakerName,Phrase,translation
2004407001,いろは,見てください、例のすごく固いアイス、買ってみたんです！/n姉さんもよければおひとつどうぞっ。,快看，我买了那个特别硬的冰淇淋！/n可以的话姐姐也吃一个吧。
2004407002,暦,ありがとう、いろはさん。/nふふ、楽しそうですわね。,谢谢，伊吕波。/n呵呵，看起来很开心呢。
2004407003,いろは,えへへ……バレてしまいましたか？/n実は昨夜もなにを着ていこうか夜中まで迷ってしまいまして……。,诶嘿嘿……暴露了吗？/n其实我昨晚直到半夜还在犹豫该穿什么衣服来……
2004407004,暦,そうでしたか。私も、忘れ物がないかつい何度も確認してしまいました。/n氷川や湯島も、心配でならないようでしたけれど。,是吗。我也是，确认了好几次有没有忘东西。/n冰川和汤岛也担心得不得了。
2004407005,いろは,あははっ、林シェフもお嬢様たちのお食事が作れないなんて、と/n寂しそうにしていましたよっ。,啊哈哈，林厨师也说着不能给大小姐们做饭了，/n很寂寞的样子呢。
2004407006,いろは,みなさんに、楽しい思い出をお土産にしましょうね。,把快乐的回忆作为伴手礼给大家吧。
2004407007,暦,ええ。,嗯。
2004407008,いろは,（――とは言ったものの、プレゼントにするつもりだった旅行は、/n　姉さんからの提案になってしまいましたし、どうしましょう……）,（说是这么说，但是原本打算作为礼物的旅行，/n变成姐姐提议的了，怎么办……)
2004407009,いろは,（いまさら別のものを用意する、というのも変な気がしますし、/n　そもそも日頃のお礼なんて、急すぎましたかね……）,（就算从现在开始准备别的，也觉得怪怪的，/n说起来平日的谢礼什么的，会不会太突然了……）
2004407010,暦,（……落ち着かない。/n　この子とふたりきりで、学校も演劇も関係なく過ごすだなんて……）,（……冷静不下来。/n 和这孩子两人独处，度过与学校和演戏无关的时间……）
2004407011,暦,（皆さんに押されて旅行に行こうと提案したはいいものの、/n　こんなこと経験がありませんし……）,（虽然被大家推着提议去旅行是不错，/n 但是我也没有经历过这种事……）
2004407012,暦・いろは,（何を話したらいいんでしょう……）,（该说什么好啊……）
2004407013,,,
2004407014,暦,ふう、着きましたわね。/nいろはさん、お忘れ物はないですか？,呼，到了呢。/n伊吕波，没有忘东西吧？
2004407015,いろは,はいっ！　大丈夫です！/nありがとうございます、姉さん。,是！ 没有忘！/n谢谢姐姐！
2004407016,いろは,（結局、駅に着くまでの間、/n　当たり障りのない話題で場をつないでしまいました……）,（结果在到站之前，/n用了一些不痛不痒的话题来维持气氛……）
2004407017,暦,いえ、お気になさらず……。/nそろそろ、ダイヤさんたちもいらっしゃるはずですし。,不，别客气……/n黛雅小姐她们也差不多该到了吧。
2004407018,ルビィ,あっ、いた！　暦さん！,啊，找到了！ 历小姐！
2004407019,いろは,えっ、Aqoursのルビィちゃん！？,诶，Aqours的小露比！？
2004407020,いろは,ね、ねね、姉さん！？　ど、どういうことですかっ！？/nどうして姉さんとルビィちゃんがお知り合いに！？,姐，姐，姐姐！？ 怎，怎么回事！？/n为什么姐姐和小露比认识！？
2004407021,暦,ああ、すみません。説明が漏れておりましたわね。/n色々ありまして、今回の旅行の相談に乗っていただいていたんです。,啊，不好意思。我忘了说明。/n发生了很多，最后跟她商量了这次旅行的事。
2004407022,いろは,姉さんが、ルビィちゃんに相談……！？/nまさか姉さんがAqoursとお知り合いだなんて……。,姐姐跟，小露比商量……！？/n没想到姐姐跟Aqours居然认识……
2004407023,暦,ま、まあ、細かいことはいいでしょう？/n生きていると、不思議なこともあるものですから……。,嘛，嘛，这些细节无所谓吧？/n活着就是会发生不可思议的事啊……
2004407024,ダイヤ,すみません、お待たせいたしました。/nそちらはいろはさんですわね。先日の舞台、楽しませていただきました。,不好意思久等了。/n您就是伊吕波小姐吧。前几天的舞台让我很享受。
2004407025,いろは,ルビィちゃんの次は、ダイヤさん！？/nしかも、僕たちの舞台を観てくださったんですか！？,小露比后面的是，黛雅小姐！？/n而且居然看了我们的舞台吗！？
2004407026,いろは,ご、ご観劇ありがとうございますっ！/nこちらこそ、Aqours、動画で観てますっ！,谢，谢谢观看！/n我才是，一直在看Aqours的视频！
2004407027,ルビィ,すごい……。/nアラジンの時とは全然違う……可愛い女の子なんですね……。,好厉害……/n和演阿拉丁的时候完全不同……是可爱的女孩子呢……
2004407028,いろは,本当ですかっ！？　えへへ、照れますね。/n作品の中に入り込んで、楽しんでいただけたならなによりです。,真的吗！？ 诶嘿嘿，好害羞。/n如果能让您沉浸在作品中，享受到乐趣的话就好。
2004407029,ダイヤ,それで、おふたりは今日どちらに宿泊されるんですか？,那么，二位今天在哪里住宿呢？
2004407030,暦,ああ、ええ。十千万という旅館なんです。/nここからは確か、バスで――,啊，呃。是一个叫十千万的旅馆。/n那里好像是乘巴士—
2004407031,ルビィ,十千万って、千歌ちゃんのおうちだ……！,十千万，是小千歌的家啊……！
2004407032,いろは,えっ！？　千歌ちゃんって、Aqoursのリーダーの！？/n千歌ちゃんのおうち、旅館をされてるんですか！？,诶！？ 小千歌，是Aqours的队长的那位！？/n小千歌家里是开旅馆的吗！？
2004407033,,,
2004407034,いろは,お待たせしました！　荷物も無事に置いてこられました。,久等了！ 行李也安全放好了。
2004407035,いろは,千歌ちゃん、ちょうどおでかけされてるそうです……。会いたかったなぁ。,小千歌好像正好出去了……好想见见她啊。
2004407036,暦,まだ夕飯まで時間があるから、おふたりも出かけてきたら？　/nと言われてしまいましたわね。,到晚饭为止还有时间，你们俩也出去转转吧？/n被这么说了呢。
2004407037,いろは,はい。善子ちゃんにも、内浦に着いたと連絡はしたのですが、/n用事があって少し遅れていらっしゃるそうです。,好的。虽然通知了小善子我们已经到內浦了，/n但她好像有事会晚点来。
2004407038,いろは,ですから、よければこのまま近くを観光に行こうかと思うんですけれど、/nダイヤさんとルビィちゃんはお時間大丈夫ですか？,所以，想着可以的话就这样去附近观观光，/n黛雅小姐和小露比有时间吗？
2004407039,ダイヤ,えぇ。せっかくですし、海でも観に行きましょうか。,嗯。难得的机会，去看海吧。
2004407040,ルビィ,うんっ。美味しいお菓子屋さんとかもあるんだよっ。,嗯。也有好吃的点心店之类的哦。
2004407041,いろは,お菓子！　いいですねぇ！,点心！ 真不错啊！
2004407042,いろは,じゃあ、内浦観光、レッツゴーですっ！,那么，內浦观光，let's go！
2004407043,,,
2004407044,初魅,……ふう。たまには長距離ドライブというのもいいものだな。/n心地よい海風に、いい話も思い浮かびそうだ。,呼。偶尔来个长距离兜风也不错呢。/n吹着舒服的海风，似乎会有不错的点子诞生。
2004407045,初魅,すみません、今日から一部屋予約していた連尺野ですが――,不好意思，我是从今天起预约了一个房间的连尺野—
