Id,SpeakerName,Phrase,translation
2001901001,卡特里娜,ただいまー……。,我回来了...
2001901002,知冴,へいらっしゃい！,欢迎光临！
2001901003,卡特里娜,……は？　どういうこと？,...... 嗯？什么意思？
2001901004,潘达,ここは『寿司処流石』でございます！/nお客さん、１名様でよろしかったでしょうか！,这里是'流石寿司店'！/n顾客，你确定你是一个人吗？
2001901005,知冴,へい、らっしゃいっ！！,嘿，请进！
2001901006,卡特里娜,ああ。アンタたちが今日のお昼当番ってことね……。/nわざわざそんな小芝居までしなくても……。,啊。你们负责今天的午餐啊....../n即使不特意演那种小戏......
2001901007,潘达,まま、いいじゃないですかぁ、たまには！/nさっすーが仲良くしてる魚屋さんが美味しいお魚を譲ってくれたんです。,没关系，不是吗，偶尔一次？/n知冴的鱼贩朋友给了我们一些好吃的鱼。
2001901008,知冴,先週の釣り対決で勝ったからね。/nそれに今日は、『さっすー』じゃなくて『大将』。,因为上周我们赢了钓鱼决斗。/n而今天，不是 "知冴"，而是 "大将"。
2001901009,卡特里娜,なんなのよ、それ……。,那是什么鬼东西 .......
2001901010,心菜,流石ちゃん……じゃなかった、,流石酱......不对、
2001901011,心菜,大将！　マグロをおかわりで！,大将！ 我要再来一份金枪鱼！
2001901012,八惠,私は、サーモンをお願いします！,我要三文鱼，谢谢！
2001901013,知冴,あいよ！/nお嬢ちゃんも、座んな。,哎呦！/n先别坐，小姑娘。
2001901014,卡特里娜,誰がお嬢ちゃんよ。ここなも順応しないで。/nしかも、新妻までいるし……。,谁是小姑娘？ 心菜也别顺着她们。/n而且，新妻也来了......。
2001901015,八惠,『美味しいお寿司を食べないか？』って大将直々に/nお呼ばれされちゃいました♪,"想吃美味的寿司吗？" 大将直接问我。/n被邀请了♪
2001901016,知冴,お呼ばれしておきました。,被邀请了。
2001901017,卡特里娜,はあ、もう細かいこと聞くだけ無駄ね……。,好了，更多的细节就不必了......。
2001901018,卡特里娜,それで、何があるの？,那么，你们有什么？
2001901019,心菜,まぐろとね、エビもおいしかったよ、/nあとは八恵ちゃんも頼んでたサーモン！,金枪鱼啊和，大虾也很好吃、/n还有三文鱼，八惠酱也点了！
2001901020,卡特里娜,じゃあ、それ。,那就这个吧。
2001901021,潘达,はーい！　順番にお出ししますんで、少々お待ちください！/nその間に、熱々のお茶をどうぞ！,好的！ 我们会按顺序上菜，请稍等片刻！/n同时，这是给您的热茶！
2001901022,卡特里娜,本当になりきってるのね……。,你真是越来越......
2001901023,知冴,へいおまち！　マグロ一丁とサーモン一丁！,嘿，久等！　金枪鱼一份和三文鱼一份
2001901024,心菜,わあ、ありがとう！　流石ちゃ……,哇，谢谢！　流石酱......
2001901025,心菜,じゃなかった、大将！,哦不是，大将！
2001901026,八惠,ありがとうございます！/nじゃあ、さっそく……。はむっ。,非常感谢！/n那就赶紧......。 哈姆。
2001901027,八惠,ん～～～～っ！,嗯~~~！
2001901028,八惠,口に入れた瞬間、サーモンの甘みが口に広がって……！,一放进嘴里，三文鱼的香甜就在口腔里弥漫开来......。
2001901029,八惠,おいしいです……！,真好吃......。
2001901030,卡特里娜,……ごくり……。,...... （吞口水）.......
2001901031,潘达,おっ？　カトりんも食べたそうな顔してますねえ！/nさっすー！　じゃなかった大将！　お見舞いしてやってください！,哦？卡特里娜看起来也想吃！/n知冴！不对，是大将！请去拜访一下他！
2001901032,知冴,オーライ。/nへいおまち。,好的。/n等等我。
2001901033,卡特里娜,お見舞いってなによ……。,你说 "拜访他 "是什么意思？
2001901034,卡特里娜,はあ、……いただきます。,哈，......我开动了。
2001901035,卡特里娜,はむっ……。,哈姆.......
2001901036,卡特里娜,……！,......！
2001901037,心菜,どう、カトリナちゃん？　おいしい？,怎么样？卡特里娜？好吃吗？
2001901038,卡特里娜,……お、おいしい。,...... 好，好吃。
2001901039,心菜,やったあ！　/nよかったね、流石ちゃん！,耶！/n好样的，流石酱！
2001901040,知冴,へへ、てやんでい。,嘿嘿，哎呀。
2001901041,卡特里娜,でも、どうしてアンタが寿司なんて握れるのよ。/nああいうのって、すぐに身につくものじゃないんでしょ？,但你怎么会做寿司呢？/n这种东西不是很快就能学会的吧？
2001901042,知冴,そこは昔とった杵柄というやつで。,这就是我的老本行了。
2001901043,心菜,流石ちゃん、すごいよね。/nなーんでもできちゃうんだもん！,真厉害呢，流石酱。/n不论什么都会！
2001901044,八惠,本当に毎週末色々なことをされてますよね。/nこれまで、どんなことに挑戦されてきたんですか？,每个周末都会做很多不同的事情吧？/n到目前为止，你都试过哪些事情呢？
2001901045,潘达,寿司もそうだろー？　あとはサーフィン、盆栽、釣り……。/n最近はスケボーもやってたよな。,寿司吧？ 还有冲浪、盆景、钓鱼....../n你最近还玩滑板。
2001901046,知冴,スケボーは今もっともアツいスポーツだからね。/n私の中で。,滑板是目前最热门的运动。/n在我看来。
2001901047,潘达,そーかよ。/nま、とにかくそんな感じで、本当になんでもやってますよ、さっすーは。,原来如此。/n嗯，总之就是这样，真的什么都做呢，知冴。
2001901048,卡特里娜,なんでもってレベルじゃないでしょ……。,做什么都没有难度啊......
2001901049,知冴,へへ、よせやい。,嘻嘻，别这样。
2001901050,八惠,そういったたくさんの経験が、/n流石さんのあの演技に活かされてるんですね！,经验太多了、/n所以流石酱的表演才这么好！
2001901051,知冴,役者は人生のすべてが芸の肥やしになるからね。,演员生活中的一切都是艺术发展的源泉。
2001901052,卡特里娜,ものは言いようね……。,也说点什么吧.......。
title,嘿，欢迎,,
info,翻译：DeepL  调整：Huang207,,
