Id,SpeakerName,Phrase,translation
2004503001,伊吕波,ぬぬぬ……。,唔唔唔……。
2004503002,善子,伊吕波？　历さんのことそんなにじっと見てどうしたの？/n……まさか、プレゼントの件？,伊吕波？你怎么一直盯着历小姐？/n……难道、还在想礼物的事情吗？
2004503003,伊吕波,やはり、バレてしまいましたか……。/nどんなものが欲しいのかと、历さんが手に取るものを観察していまして……。,果然、看得出来吗……。/n我在看她买了什么、来判断她对什么感兴趣…… 。
2004503004,善子,そんなに難しいこと考えないで、/nパッと何か買ってさっさと渡しちゃえばいいじゃない。,别想那么复杂了、/n爽快地买点什么直接送过去不就好了。
2004503005,伊吕波,そう簡単にはいかないんですよ～……。,才没那么简单呢～……。
2004503006,伊吕波,なんだか考えていたら、急にプレゼントを渡すのも変な気がしてしまって、/n今更もうタイミングを逃してしまっているようにも思いますし……。,仔细想想、突然送礼物好像挺尴尬的、/n感觉事到如今已经错过了送礼物的最好时机……。
2004503007,善子,完っ全にドツボね……。,走投无路了呢……。
2004503008,伊吕波,善子ちゃん……。/n占いでなにかいいプレゼントを教えてくださったりしませんか……？,小善子……。/n能占卜告诉我送什么礼物好吗……？
2004503009,善子,善子じゃなくて、ヨ?ハ?ネ！　ね。,不是善子、是夜·羽！才对。
2004503010,善子,それに堕天使ヨハネの占いはそういうものじゃないの。,而且堕天使夜羽的占卜可不是用在这种事情上的。
2004503011,伊吕波,うう……ですよね……。,呜呜……也是呢……。
2004503012,善子,そもそも、なんでプレゼントなんてあげようとしてるわけ？,说到底、你为什么要送礼物呢？
2004503013,伊吕波,……そんなに深い事情があったわけではないんです……。,……倒也没什么很深的缘由……。
2004503014,伊吕波,历さんは、姉としても、千寿家の跡取りとしても/n日頃とてもがんばっていらして……。,历、不管是作为我姐姐、还是千寿家的继承人/n每天都非常努力……。
2004503015,伊吕波,それに、僕は历さんに助けられてばかりですから、/nたまにはきちんと形のあるものでお礼を伝えないと、と思ったんです。,而且、尽是我受历帮助、/n偶尔也想送点实际的东西来表达谢意、呢。
2004503016,善子,ふーん。跡取りとして、とかあんたたちって結構すごい家柄なのね。,嗯—。继承人啊、看来你们家挺不得了的啊。
2004503017,伊吕波,えへへ、実は先祖代々演劇をしてきた家でして……。/nでも急に日頃のお礼なんて言われたら、姉さんも驚いちゃいますよね……。,诶嘿嘿、其实我们是演艺世家……。/n不过突然送礼来表示日常的感谢、姐姐肯定会吓一跳的吧……。
2004503018,伊吕波,それなら何か、お礼になる理由があったほうがよいでしょうか……。/nでも、変に改まって渡すと、ハードルが上がってしまいますし……。,那果然还是、改变下理由会好一点吗……。/n不过找蹩脚的借口送礼物、难度就更大了……。
2004503019,善子,（……ずいぶん本気で悩んでるのね）,(……真的考虑了好多啊)
2004503020,善子,（細かい事情は知らないし、占ってあげるつもりもないけど。/n　でも、このままだと旅行中ずっと頭を悩ませることになるんじゃない？）,(虽然我不知道其中内情、没有占卜的打算。/n但再这样下去、她整个旅游都得耗在这件事上了吧？)
2004503021,善子,（何か私にできること、ねえ……）,(有什么是、我能帮忙的吗……)
2004503022,,,
2004503023,历,……。,……。
2004503024,初魅,遠くを眺めてどうしたんだ、历。/n……ああ、伊吕波と善子が何か話してるのか。,怎么一直盯着远方看、历。/n……哦、伊吕波和善子好像在聊什么。
2004503025,初魅,混ざりたいなら、さっと近寄って話して来ればいいじゃないか。/nせっかくの旅行だ。楽しまないと損だぞ？,想加入的话、走过去搭话不就好了。/n难得出来。别老闷闷不乐的？
2004503026,历,ご心配には及びませんわよ。/nそれに旅行だからと言って、急に距離を近づけるのも変でしょう。,不劳您费心了。/n而且打着旅游的旗号、莫名贴近人家会很可疑的。
2004503027,初魅,そうか？　旅先だからこそ開放的な気分になり、/nいつもよりも密接にふれあい、心を通わせることができると思うがな。,会吗？正因为是在旅行才不需要顾虑那么多吧、/n这可是平时不多得能与对方亲密接触、心意相通的好机会啊
2004503028,历,それはあなただけです。,这只是对你来说吧。
2004503029,历,はぁ、私はまだ見たいものがありますので、失礼しますわね。,唉、我还有想看的东西、先走了。
2004503030,初魅,なんだ、つれないな。/n慣れない土地なんだから、くれぐれも気を付けるんだぞ。,什么啊、真没劲。/n在这陌生的土地、什么事情都多个心眼会比较好哦。
2004503031,初魅,振り返りもしない、か。/n私の言うことだってあながち間違っていないと思うんだがなぁ。,头也不愿意回吗。/n我感觉我的话挺有道理的啊。
2004503032,黛雅,にしては、ずいぶんと軟派な口説き文句にも見えましたわよ。,非要说的话、你劝人的口味还挺温和的。
2004503033,初魅,ああ、黛雅、露比。/nあの不器用姉妹に息抜きさせてやりたいのに、あっさりフラれてしまったよ。,噢—、黛雅、露比。/n我还想给那对别扭的姐妹破冰的、完全被无视了啊。
2004503034,黛雅,ええ、見ておりましたわ、一部始終。/n確かにあのおふたりは、折角の姉妹旅行なのにどこかよそよそしいですわね。,嗯、看见了、惨不忍睹，/n不过她们、难得的姐妹旅行确实很不对劲呢。
