Id,SpeakerName,Phrase,translation
2004508001,心菜,はぁ～、二泊三日の旅行ってあっという間だね……。/n本当に、もう帰らなきゃダメかなあ？,唉~，三天两夜的旅行眨眼间就过去了呀……/n真的不能再待一会吗？
2004508002,静香,明日から学校なんだから、仕方ないでしょ？,明天还要上学，做不到的吧？
2004508003,静香,でも、私もとっても楽しかった。,不过，我也觉得这趟旅途很愉快。
2004508004,千歌,ならよかったよ！/n私もここなちゃんたちと過ごせてとーっても楽しかった！,那真是太好了！/n跟你们一起度过的这段日子，我也觉得很开心！
2004508005,千歌,そうだ！　これ、お土産！/n内浦名物のみかんに、みかんを使ったどら焼き、あと、パン！,对了！这是礼物！/n内浦特产的橘子，还有用橘子做的铜锣烧和面包！
2004508006,心菜,あはは、そんなに食べられないよ。,啊哈哈，这么多吃不完啦。
2004508007,伊吕波,でもでも、昨日お土産を探しながら、商店街で食べたケーキも美味しかった/nですし、まだまだ気になるところもたくさんあります……。,可是可是，昨天我们去挑特产的时候，在商店街吃到的蛋糕也很好吃，/n还有很多我眼馋的东西……
2004508008,暦,ええ。,对呀。
2004508009,暦,……ですから、それはまた今度来た時の楽しみにいたしましょう？,……所以，那些东西就等我们下次来的时候再说吧？
2004508010,伊吕波,えっ！？　姉さん、そ、それって……！,欸！？姐姐，你，你是说……！
2004508011,梨子,あっ、いたいた！　ごめんね、遅くなっちゃった。/nみんなでお見送りしようと思って、待ち合わせしてたの。,啊，你们还在呀！抱歉来晚了。/n我们是来为你们送行的。
2004508012,善子,この様子だと、ギリギリ間に合ったって感じね。,看样子算是勉强赶上了。
2004508013,露比,よ、よかったぁ。/nあ、あの、暦さん、お渡ししたいものがあって……。,太，太好了。/n那个，历小姐，我想送你一件礼物……
2004508014,暦,えっ？　ええ、なんでしょう？,欸？是什么呀？
2004508015,露比,これ……よければ。/nひとつは、いろはちゃんに。,是这个……请。/n其中一件是给小伊吕波的。
2004508016,暦,私といろはさんに？,给我和伊吕波的？
2004508017,暦,……まあ、かわいらしいサシェ。手作りですか？,……哎呀，这香囊真精致。是你们手工做的吗？
2004508018,黛雅,ええ。昨夜、ルビィがおふたりにと作ってましたわ。,是的。这是我和露比昨晚做的。
2004508019,露比,ルビィ……お裁縫が得意だから。昨日、いろはちゃんたちが/nお土産を選んでるのを見て、何かルビィからもプレゼントしたいなって。,露比我……很擅长缝纫。昨天，我有看到你们在挑选特产，/n所以我也想送一些礼物给你们。
2004508020,露比,お姉ちゃんと、いろんなデザインを相談して決めたんです。/nこれなら、お部屋で使えるから。,我和姐姐考虑过很多种设计，最后决定做成这个款式。/n它可以用在房间里。
2004508021,黛雅,刺繍は、蝶と花をモチーフにいたしましたの。/n雅で落ち着いた雰囲気がおふたりに合うかと思いまして。,刺绣的图案是蝴蝶和花。/n有一种优雅平静的氛围，我觉得很适合你们俩。
2004508022,暦,ありがとうございます。大切にいたします。,谢谢你。我会好好珍惜它的。
2004508023,暦,ルビィさんからいろはさんには、直接お渡しされないんですか？,你不直接交给伊吕波吗？
2004508024,露比,ううん。/n……暦さんから、渡してほしいなって。,不。/n……我想让历小姐你转交给她。
2004508025,暦,わかりました。では、必ずお渡ししておきますね。,我知道了。那么，我一定会送到她的手上。
2004508026,露比,はいっ。,好的。
2004508027,初魅,おーい、暦。/nもう荷物を載せていいのか？,喂—，历。/n可以把你的行李载上车吗？
2004508028,暦,えっ？　載せるってあなたの車にですか？,欸？载上你的车？
2004508029,暦,あいにくですが、帰りは行きと同じく電車の予定で……。,真不巧，我打算跟来时一样坐电车回去……
