Id,SpeakerName,Phrase,translation
2004408001,ここな,わぁっ……！　見て、静香ちゃん！/n海だよ、海！,哇……！ 快看，小静香！/n是海啊，海！
2004408002,静香,ちょっと、ここな。はしゃぎすぎ。/n海ってだけなら今までもたくさん見てきたでしょ？,等等，心菜。闹过头了。/n只是海的话目前为止已经见到过很多次了吧？
2004408003,,,
2004408004,ここな,そうだけど、実際に海を見たら、/nなんだか本当に旅行に来たんだって感じがして……。,说是这么说，但实际看到海之后，/n总有种真的来旅行的感觉……
2004408005,ここな,千歌ちゃんが内浦をおすすめしてくれて本当によかった。/n本当に、とっても素敵な景色が見られたんだもん。,被小千歌推荐了內浦真是太好了。/n真的，看到了非常美丽的景色。
2004408006,静香,まだ来たばっかりなんだから、もう満足したみたいな顔しないでよ。/nせっかく泊まりがけなんだから、まだまだ楽しまないと。,明明才刚来，不要一副已经满足了的表情啊。/n难得来住一晚，必须更享受才行。
2004408007,ここな,ふふ、そうだね。/nカトリナちゃんやぱんだちゃんたちが羨ましいって言うくらい楽しんじゃおう！,呵呵，是呢。/n要享受到让小卡特莉娜和小潘达她们羡慕的程度！
2004408008,静香,千歌ちゃんがバス停まで迎えに来て、おうちの旅館に案内してくれるのよね？/nまだ来てないみたいだけど……。,小千歌说要来巴士站接我们，带我们到她家的旅馆对吧？/n好像还没有来……
2004408009,千歌,おーい！,喂—！
2004408010,ここな,あっ、この声は！,啊，这个声音是！
2004408011,梨子,待って千歌ちゃん、走ったら危ないから……！,等等小千歌，跑起来很危险的……！
2004408012,千歌,ここなちゃん、静香ちゃーん！　待ってたよ！,小心菜，小静香—！ 等你们好久了！
2004408013,ここな,千歌ちゃん、それに梨子ちゃんまで！/nお迎えありがとう！,小千歌，连小梨子都来了！/n谢谢你们来接我们！
2004408014,梨子,無事に来られたみたいでよかった。,你们安全到达了真是太好了。
2004408015,梨子,どう？　内浦の海はもう見た？,怎么样？ 已经看到內浦的海了吗？
2004408016,静香,ええ。ちょうどここなと『綺麗だね』って話してたところなの。,嗯。刚才正好在和心菜说海“真漂亮呢”。
2004408017,静香,そういえば、どうして梨子ちゃんまで？,说起来，为什么连小梨子都来了？
2004408018,梨子,今日ふたりが来るって千歌ちゃんから聞いて、/nせっかくなら一緒に行こうって話になったの。家もお隣だし。,小千歌说你们今天会来，/n机会难得我就一起来了。我们也是邻居。
2004408019,ここな,えっ！？　千歌ちゃんと梨子ちゃんってお隣さん同士なの！？/nすごーい！,诶！？ 小千歌和小梨子是邻居吗！？/n好—厉害！
2004408020,千歌,うん！　だから夜とかによくベランダでおしゃべりしたりしてるんだ。,嗯！ 所以晚上经常在阳台上聊天。
2004408021,千歌,じゃ、旅館に行こっか！,那么，就去旅馆吧！
2004408022,,,
2004408023,千歌,じゃじゃーん、ここが我が家兼旅館、十千万でーす！,将将—，这里就是我家兼旅馆，十千万！
2004408024,ここな,おお～っ！　すごい！,哦哦~！ 好厉害！
2004408025,ここな,じゃあ、さっそくお邪魔しまーす！,那么，要来打扰了—！
2004408026,静香,旅館にお邪魔しますって言うの？,在旅馆会说我打扰了吗？
2004408027,千歌,どうぞどうぞ、なんのお構いもできませんが……。,请进请进，虽然也没法招待什么……
2004408028,梨子,こっちもこっちで違うんじゃない……？,我们这说法也不对吧……？
2004408029,千歌,まあまあ、細かいことはいいっこなし！/nさ、ふたりとも中にどうぞ！,嘛嘛，不要在意细节！/n来，你们俩也进来吧！
2004408030,,,
2004408031,ここな,こんにちは、ふたりで予約していた、鳳です～。/nって……！,你好，我是预约了两个人的凤~呃……！
2004408032,暦,あらっ？,哎呀？
2004408033,いろは,あれっ！,诶！
2004408034,静香,暦さんにいろはちゃん！？,历小姐和小伊吕波！？
2004408035,初魅,おや、これはまた珍しいこともあるものだな。,哦呀，又出现了稀奇事呢。
2004408036,ここな,それに連尺野さんまで――！？,而且连连尺野小姐都来了！？
2004408037,,後編に続く……。,未完待续……
