Id,SpeakerName,Phrase,translation
2004502001,千歌,じゃあ、内浦観光にしゅっぱ～つ！,那、一起去~逛内浦！
2004502002,心菜,ごめんね、千歌ちゃんたちに案内してもらうような感じになっちゃって……。,抱歉、好像变得要劳烦小千歌带我们参观了……。
2004502003,千歌,ううん！　気にしないで！/n私もこの町のいいところたくさん知ってほしいって思ってるから！,没事！客气什么！/n我也想多多了解这座城市的美妙之处！
2004502004,千歌,じゃあまずは、うちの前の海を見に行こう！,总之、先去我家门前的海边看看吧！
2004502005,伊吕波,あの、千歌ちゃん。/nよかったんですか？　僕たちまでご一緒させていただいてしまって。,那个、小千歌。/n真的好吗？让我们也跟着。
2004502006,千歌,もちろん！　みんなで行ったほうが楽しいし！,不要紧！大家一起玩更开心！
2004502007,梨子,もし途中で気になるところがあったら、別行動とかもありだしね。/n肩ひじ張らずに、気軽に楽しんでね。,要是有什么想去的地方、再分头行动就好啦。/n别有负担、放轻松吧。
2004502008,伊吕波,えへへ、ありがとうございます。/n千歌ちゃん、梨子ちゃん。,欸嘿嘿、谢谢。/n小千歌、小梨子。
2004502009,伊吕波,じゃあ、気を取り直して、内浦観光にレッツゴー！　です！,好、就让我们重整旗鼓、去参观内浦吧！
2004502010,,,
2004502011,千歌,そう！　Aqoursはね、最初は私と、幼馴染の曜ちゃん。/nそれに転校生としてやってきた梨子ちゃんの３人だったんだ。,对！Aqours啊、最开始只有我、我的发小小曜/n以及转校生小梨子三个人哦。
2004502012,心菜,そうなんだ。どうしてスクールアイドルを始めようと思ったの？,这样啊。当初为什么想做学园偶像了呢？
2004502013,千歌,それはね、話すと長くなるんだけど――,这个就、说来话长了—
2004502014,伊吕波,わあっ！　海です！/n姉さん、見てください！　ずっと先まで海が続いてますよっ！,哇！是海哇！/n姐姐、你快看！是一望无际的海哦
2004502015,历,待ってください、伊吕波さん。/n砂浜を走ったら危ないですから、落ち着いて……！,等等、伊吕波。/n在沙滩上奔跑是很危险的、冷静一点……！
2004502016,千歌,あはは、また今度はなそっか。,啊哈哈、下次再说吧。
2004502017,心菜,あはは、うん。,啊哈哈、嗯。
2004502018,心菜,……やっぱり、きれいな海。,……海、果然好漂亮。
2004502019,心菜,ねえ、静香ちゃん。/n海を見ると『悪魔の友人』を思い出すね。,我说、小静香。/n这海能勾起『 恶魔的朋友』的回忆呢。
2004502020,静香,ええ。もうすぐ千秋楽だから、特にね。,嗯。马上就到终演了、感触更深了呢。
2004502021,伊吕波,シリウスの『悪魔の友人』、僕も劇団のみんなと観に行きましたっ！/nひよりとアスモデウスの関係値がすごく良い距離感で！,天狼星演的『 恶魔的朋友』、我和剧团的朋友们也去看了哦！/n日和与阿斯摩太的距离感把握得非常好哦！
2004502022,历,ええ。静香さん演じる悪魔、アスモデウスと、心菜さん演じるひより。/n友人になっていく過程、とても微笑ましかったですわ。,嗯、静香演的恶魔、阿斯摩太与心菜演的日和。/n两个人成为朋友的过程、真叫人会心一笑呢。
2004502023,梨子,このお話ってオリジナルとは少し違うのよね？,这个故事和原著略有出入对吧？
2004502024,初魅,ああ。元は私が私の劇団のために書いた脚本だが、/nシリウス版でアレンジされた部分も素晴らしい内容だった。,嗯、原本是我写给我们剧团的戏、/n但天狼星的改编也十分出色呢。
2004502025,千歌,そうだ！　梨子ちゃんが言ってたんだけど、/n静香ちゃんって『悪魔の友人』のアスモデウスが舞台デビューって本当！？,对了！小梨子说过/n『 恶魔的朋友』是小静香的出道作吧！？
2004502026,静香,えっ？　ええ……。,诶？嗯……。
2004502027,梨子,舞台を観た帰りに調べて知ったんだけどね、/n全然そんな風に見えなかったからびっくりしちゃった。,我看完演出回去查了一下才知道的、/n看表现完全不像是第一次上台 可惊讶了。
2004502028,千歌,ひよりちゃんを守……っ！　あ、ネタバレだから言えないけど、/n静香ちゃんのあのシーンでつい涙が……。,守护日和…！啊、虽然不能剧透、/n总之小静香的那幕可感人了……。
2004502029,静香,……。,……。
2004502030,心菜,あはは、そのくらい静香ちゃんのお芝居が上手だったってことだよね。/nよかったね、静香ちゃん。,啊哈哈、小静香的演技就是那么好哦。/n真是太好了、小静香。
2004502031,静香,……ええ。/nそのくらい作品に入り込んでもらえたのは、嬉しい。,……嗯。/n你们看得开心、我也很高兴。
2004502032,黛雅,劇団電姫の『アラビアンナイト』も素晴らしかったですけれど、/nシリウスの『悪魔の友人』とやらもそんなに面白いんですの？,我知道剧团电姬的『一千零一夜』也演得很棒、/n原来天狼星的『 恶魔的朋友』也那么精彩吗？
2004502033,善子,役者仲間たちがこぞって認めるんだから、間違いなさそうね。,演员之间都互相认可了、肯定没错的。
2004502034,露比,は、初めての舞台でそんなにほめてもらえるなんて、すごいよね。/n今度は、心菜ちゃんと静香ちゃんの演技も観てみたいな。,哈、第一次上台就收获了这么多赞美、好厉害啊。/希望我今后也有机会看看你们的演出呢。
2004502035,伊吕波,ぜひ！　電姫のみんなも観終わるころには本当に涙、涙だったんです！/n静香ちゃんも、心菜ちゃんも皆さん演技がすばらしくて……っ。,务必！电姬的大家在落幕后都哭了、太好哭了！/n小静香、小心菜还有其他人的演技都超棒的……，
